group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,19,0.047414307,2.041003807,-3.137357109,3.140811349,0.515268889,28.27848132,-313.5438819,313.6528457,58.08289574,34.60903015,1.616044485,213.312888,0.005957447,1.057142857
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,20,0.692303475,1.443807061,-1.857237804,2.568833294,4.75474782,2.094143939,1.425600878,8.86877091,101.9540012,44.09519302,32.99946221,201.7841987,0.003404255,0.21
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,0,-0.274644869,1.764288996,-3.140725406,3.141418785,0.101622839,10.83368225,-314.0678111,314.0916986,53.27105665,39.83017097,0.219028278,508.9947852,0.193598751,0.473951613
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,1,-0.147334559,1.682642272,-3.138123747,3.13903225,0.07965376,6.890388262,-313.5611155,313.5979685,39.598042,23.59169394,0.83519125,316.2162992,0.130366901,0.744071856
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,2,-0.381679807,1.740214207,-3.141169956,3.126382696,0.135770444,16.52993198,-7.29557285,313.4861729,87.35670375,67.62943606,1.745203518,534.4578848,0.121779859,0.275769231
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,3,-0.219496232,1.684501131,-3.140094581,3.137827672,0.255833328,12.64078583,-313.5184079,8.097833901,87.70291252,60.53014041,1.03124953,439.0396587,0.103044496,0.374242424
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,4,0.492035701,1.606502722,-3.139676302,3.134654005,-0.344724664,9.008220916,-302.2442262,17.75296365,55.21529278,74.17038347,0,1134.703825,0.072599532,0.262580645
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,5,-0.568557882,1.64369873,-3.140523402,3.139906688,0.099517423,14.63229845,-313.5112367,314.0245027,92.20359687,62.50532192,2.07271653,382.1206142,0.049180328,0.439047619
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,6,-0.166004431,1.849885615,-3.139676302,3.138751637,0.303204834,28.54218246,-313.3328188,310.7656201,111.6756305,113.0666851,7.651302553,997.5637577,0.041373927,0.133584906
control,pre-induction_EPM_fixed_5_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,102,7,-0.373094609,1.553002648,-3.054790517,3.096225187,-0.227377532,8.421788143,-310.9952552,2.414893381,91.44151037,94.8749564,1.723852433,728.7529865,0.035128806,0.608444444
